RaceID,Season,SeriesName,DateTime,Track,DriverID,StartPosition,FinishPosition,Laps,Points,Top10
1003,2025,NASCAR Cup,2025-02-13 19:00:00,Daytona International Speedway,80000297,0.4,0.2,17.0,0.6,1
1003,2025,NASCAR Cup,2025-02-13 19:00:00,Daytona International Speedway,80000322,1.4,0.7,17.0,0.0,1
1003,2025,NASCAR Cup,2025-02-13 19:00:00,Daytona International Speedway,80000262,0.8,0.5,17.0,0.4,1
1003,2025,NASCAR Cup,2025-02-13 19:00:00,Daytona International Speedway,80000285,0.6,0.6,17.0,0.2,1
1003,2025,NASCAR Cup,2025-02-13 19:00:00,Daytona International Speedway,80000674,1.0,0.9,17.0,0.0,1
1003,2025,NASCAR Cup,2025-02-13 19:00:00,Daytona International Speedway,80000269,0.3,0.6,17.0,0.3,1
1003,2025,NASCAR Cup,2025-02-13 19:00:00,Daytona International Speedway,80000270,1.7,1.3,17.0,0.0,1
1003,2025,NASCAR Cup,2025-02-13 19:00:00,Daytona International Speedway,80000342,1.9,1.4,17.0,0.0,1
1003,2025,NASCAR Cup,2025-02-13 19:00:00,Daytona International Speedway,80000268,0.6,0.8,17.0,0.1,1
1003,2025,NASCAR Cup,2025-02-13 19:00:00,Daytona International Speedway,80000296,0.7,1.0,17.0,0.0,1
1003,2025,NASCAR Cup,2025-02-13 19:00:00,Daytona International Speedway,80000266,1.0,1.2,17.0,0.0,1
1003,2025,NASCAR Cup,2025-02-13 19:00:00,Daytona International Speedway,80000632,1.8,1.6,1.0,0.0,1
1003,2025,NASCAR Cup,2025-02-13 19:00:00,Daytona International Speedway,80000645,1.5,1.5,17.0,0.0,1
1003,2025,NASCAR Cup,2025-02-13 19:00:00,Daytona International Speedway,80000333,0.2,1.0,17.0,0.0,1
1003,2025,NASCAR Cup,2025-02-13 19:00:00,Daytona International Speedway,80000458,0.2,1.1,17.0,0.0,1
1003,2025,NASCAR Cup,2025-02-13 19:00:00,Daytona International Speedway,80001105,1.6,1.8,1.0,0.0,1
1003,2025,NASCAR Cup,2025-02-13 19:00:00,Daytona International Speedway,80000402,1.3,1.7,1.0,0.0,1
1003,2025,NASCAR Cup,2025-02-13 19:00:00,Daytona International Speedway,80000529,0.1,1.5,2.1,0.0,1
1003,2025,NASCAR Cup,2025-02-13 19:00:00,Daytona International Speedway,80000585,0.5,1.9,0.5,0.0,1
1004,2025,NASCAR Cup,2025-02-13 20:45:00,Daytona International Speedway,80000313,26.2,4.2,87.3,13.1,1
1004,2025,NASCAR Cup,2025-02-13 20:45:00,Daytona International Speedway,80000290,13.1,6.4,87.3,11.6,1
1004,2025,NASCAR Cup,2025-02-13 20:45:00,Daytona International Speedway,80000343,24.7,12.7,87.3,10.6,0
1004,2025,NASCAR Cup,2025-02-13 20:45:00,Daytona International Speedway,80000491,2.1,2.1,87.3,14.6,1
1004,2025,NASCAR Cup,2025-02-13 20:45:00,Daytona International Speedway,80000385,27.6,13.1,87.3,4.2,0
1004,2025,NASCAR Cup,2025-02-13 20:45:00,Daytona International Speedway,80000274,6.4,8.5,87.3,10.2,1
1004,2025,NASCAR Cup,2025-02-13 20:45:00,Daytona International Speedway,80000286,14.6,11.6,87.3,6.4,0
1004,2025,NASCAR Cup,2025-02-13 20:45:00,Daytona International Speedway,80000623,29.1,18.9,87.3,0.0,0
1004,2025,NASCAR Cup,2025-02-13 20:45:00,Daytona International Speedway,80000537,10.2,10.2,87.3,8.5,0
1004,2025,NASCAR Cup,2025-02-13 20:45:00,Daytona International Speedway,80000284,4.2,10.6,87.3,12.7,0
1004,2025,NASCAR Cup,2025-02-13 20:45:00,Daytona International Speedway,80000351,32.0,21.8,87.3,0.0,0
1004,2025,NASCAR Cup,2025-02-13 20:45:00,Daytona International Speedway,80000583,18.9,17.5,87.3,0.0,0
1004,2025,NASCAR Cup,2025-02-13 20:45:00,Daytona International Speedway,80000340,30.6,24.7,87.3,0.0,0
1004,2025,NASCAR Cup,2025-02-13 20:45:00,Daytona International Speedway,80001068,21.8,20.4,87.3,0.0,0
1004,2025,NASCAR Cup,2025-02-13 20:45:00,Daytona International Speedway,80000361,23.3,23.3,87.3,0.0,0
1004,2025,NASCAR Cup,2025-02-13 20:45:00,Daytona International Speedway,80000380,8.5,14.6,87.3,2.1,0
1004,2025,NASCAR Cup,2025-02-13 20:45:00,Daytona International Speedway,80000263,10.6,16.0,87.3,0.0,0
1004,2025,NASCAR Cup,2025-02-13 20:45:00,Daytona International Speedway,80000260,20.4,27.6,87.3,0.0,0
1004,2025,NASCAR Cup,2025-02-13 20:45:00,Daytona International Speedway,80000523,16.0,26.2,87.3,0.0,0
1004,2025,NASCAR Cup,2025-02-13 20:45:00,Daytona International Speedway,80000312,17.5,30.6,68.4,0.0,0
1004,2025,NASCAR Cup,2025-02-13 20:45:00,Daytona International Speedway,80000261,11.6,29.1,69.8,0.0,0
1004,2025,NASCAR Cup,2025-02-13 20:45:00,Daytona International Speedway,80000365,12.7,32.0,68.4,0.0,0
1076,2025,NASCAR Craftsman Truck,2025-02-14 19:30:00,Daytona International Speedway,80001106,26.1,1.2,76.7,27.6,1
1076,2025,NASCAR Craftsman Truck,2025-02-14 19:30:00,Daytona International Speedway,80000611,22.2,4.7,76.7,22.2,1
1076,2025,NASCAR Craftsman Truck,2025-02-14 19:30:00,Daytona International Speedway,80000358,25.3,6.5,76.7,19.9,1
1076,2025,NASCAR Craftsman Truck,2025-02-14 19:30:00,Daytona International Speedway,80001060,19.9,5.3,76.7,0.0,1
1076,2025,NASCAR Craftsman Truck,2025-02-14 19:30:00,Daytona International Speedway,80000402,13.0,2.9,76.7,0.0,1
1076,2025,NASCAR Craftsman Truck,2025-02-14 19:30:00,Daytona International Speedway,80000691,1.8,0.6,76.7,37.6,1
1076,2025,NASCAR Craftsman Truck,2025-02-14 19:30:00,Daytona International Speedway,80000388,11.5,4.1,76.7,28.4,1
1076,2025,NASCAR Craftsman Truck,2025-02-14 19:30:00,Daytona International Speedway,80000632,3.5,3.5,76.7,34.5,1
1076,2025,NASCAR Craftsman Truck,2025-02-14 19:30:00,Daytona International Speedway,80000770,20.7,7.6,76.7,18.4,1
1076,2025,NASCAR Craftsman Truck,2025-02-14 19:30:00,Daytona International Speedway,80000375,2.4,2.4,76.7,31.4,1
1076,2025,NASCAR Craftsman Truck,2025-02-14 19:30:00,Daytona International Speedway,80000352,24.5,13.8,76.7,14.6,0
1076,2025,NASCAR Craftsman Truck,2025-02-14 19:30:00,Daytona International Speedway,80000540,1.2,1.8,76.7,35.3,1
1076,2025,NASCAR Craftsman Truck,2025-02-14 19:30:00,Daytona International Speedway,80001080,10.7,5.9,76.7,20.7,1
1076,2025,NASCAR Craftsman Truck,2025-02-14 19:30:00,Daytona International Speedway,80000465,16.9,12.3,76.7,16.1,0
1076,2025,NASCAR Craftsman Truck,2025-02-14 19:30:00,Daytona International Speedway,80000741,15.3,11.5,76.7,0.0,0
1076,2025,NASCAR Craftsman Truck,2025-02-14 19:30:00,Daytona International Speedway,80001092,13.8,10.7,76.7,19.2,0
1076,2025,NASCAR Craftsman Truck,2025-02-14 19:30:00,Daytona International Speedway,80000511,26.8,17.6,75.9,14.6,0
1076,2025,NASCAR Craftsman Truck,2025-02-14 19:30:00,Daytona International Speedway,80000392,17.6,27.6,76.7,0.6,0
1076,2025,NASCAR Craftsman Truck,2025-02-14 19:30:00,Daytona International Speedway,80000731,2.9,7.1,76.7,19.2,1
1076,2025,NASCAR Craftsman Truck,2025-02-14 19:30:00,Daytona International Speedway,80000296,23.8,19.9,75.2,0.0,0
1076,2025,NASCAR Craftsman Truck,2025-02-14 19:30:00,Daytona International Speedway,80000404,12.3,14.6,76.7,13.8,0
1076,2025,NASCAR Craftsman Truck,2025-02-14 19:30:00,Daytona International Speedway,80000568,14.6,16.1,76.7,12.3,0
1076,2025,NASCAR Craftsman Truck,2025-02-14 19:30:00,Daytona International Speedway,80000376,5.9,13.0,76.7,22.2,0
1076,2025,NASCAR Craftsman Truck,2025-02-14 19:30:00,Daytona International Speedway,80000699,16.1,18.4,75.9,14.6,0
1076,2025,NASCAR Craftsman Truck,2025-02-14 19:30:00,Daytona International Speedway,80001064,21.5,21.5,73.6,5.3,0
1076,2025,NASCAR Craftsman Truck,2025-02-14 19:30:00,Daytona International Speedway,80000659,7.1,16.9,76.7,15.3,0
1076,2025,NASCAR Craftsman Truck,2025-02-14 19:30:00,Daytona International Speedway,80000617,27.6,26.1,36.8,1.8,0
1076,2025,NASCAR Craftsman Truck,2025-02-14 19:30:00,Daytona International Speedway,80000393,0.6,15.3,76.7,27.6,0
1076,2025,NASCAR Craftsman Truck,2025-02-14 19:30:00,Daytona International Speedway,80000515,18.4,22.2,72.9,4.7,0
1076,2025,NASCAR Craftsman Truck,2025-02-14 19:30:00,Daytona International Speedway,80000742,23.0,24.5,60.6,2.9,0
1076,2025,NASCAR Craftsman Truck,2025-02-14 19:30:00,Daytona International Speedway,80001093,19.2,23.8,62.9,3.5,0
1076,2025,NASCAR Craftsman Truck,2025-02-14 19:30:00,Daytona International Speedway,80000379,6.5,20.7,75.2,15.3,0
1076,2025,NASCAR Craftsman Truck,2025-02-14 19:30:00,Daytona International Speedway,80001089,4.1,19.2,75.2,7.1,0
1076,2025,NASCAR Craftsman Truck,2025-02-14 19:30:00,Daytona International Speedway,80000730,7.6,23.0,62.9,5.3,0
1076,2025,NASCAR Craftsman Truck,2025-02-14 19:30:00,Daytona International Speedway,80000486,5.3,25.3,52.2,2.4,0
1076,2025,NASCAR Craftsman Truck,2025-02-14 19:30:00,Daytona International Speedway,80000736,4.7,26.8,1.8,1.2,0
1043,2025,NASCAR O’Reilly Auto Parts,2025-02-15 17:00:00,Daytona International Speedway,80000394,15.9,1.2,52.8,12.6,1
1043,2025,NASCAR O’Reilly Auto Parts,2025-02-15 17:00:00,Daytona International Speedway,80000517,13.4,1.1,52.8,13.4,1
1043,2025,NASCAR O’Reilly Auto Parts,2025-02-15 17:00:00,Daytona International Speedway,80001065,1.6,0.2,52.8,17.6,1
1043,2025,NASCAR O’Reilly Auto Parts,2025-02-15 17:00:00,Daytona International Speedway,80000564,14.7,1.8,52.8,11.3,1
1043,2025,NASCAR O’Reilly Auto Parts,2025-02-15 17:00:00,Daytona International Speedway,80000569,15.1,2.3,52.8,10.1,1
1043,2025,NASCAR O’Reilly Auto Parts,2025-02-15 17:00:00,Daytona International Speedway,80000298,12.6,1.9,52.8,10.9,1
1043,2025,NASCAR O’Reilly Auto Parts,2025-02-15 17:00:00,Daytona International Speedway,80000306,15.5,2.6,52.8,3.9,1
1043,2025,NASCAR O’Reilly Auto Parts,2025-02-15 17:00:00,Daytona International Speedway,80000339,10.5,1.6,52.8,12.2,1
1043,2025,NASCAR O’Reilly Auto Parts,2025-02-15 17:00:00,Daytona International Speedway,80000652,1.4,0.4,52.8,14.7,1
1043,2025,NASCAR O’Reilly Auto Parts,2025-02-15 17:00:00,Daytona International Speedway,80000721,3.3,1.4,52.8,15.9,1
1043,2025,NASCAR O’Reilly Auto Parts,2025-02-15 17:00:00,Daytona International Speedway,80001079,1.8,0.7,52.8,13.8,1
1043,2025,NASCAR O’Reilly Auto Parts,2025-02-15 17:00:00,Daytona International Speedway,80000514,1.1,0.5,52.8,21.4,1
1043,2025,NASCAR O’Reilly Auto Parts,2025-02-15 17:00:00,Daytona International Speedway,80000506,12.2,2.5,52.8,4.0,1
1043,2025,NASCAR O’Reilly Auto Parts,2025-02-15 17:00:00,Daytona International Speedway,80000390,13.8,3.0,52.8,3.5,1
1043,2025,NASCAR O’Reilly Auto Parts,2025-02-15 17:00:00,Daytona International Speedway,80000708,0.4,0.9,52.8,15.5,1
1043,2025,NASCAR O’Reilly Auto Parts,2025-02-15 17:00:00,Daytona International Speedway,80001048,14.2,3.7,52.4,3.7,1
1043,2025,NASCAR O’Reilly Auto Parts,2025-02-15 17:00:00,Daytona International Speedway,80000309,3.9,2.8,52.8,13.8,1
1043,2025,NASCAR O’Reilly Auto Parts,2025-02-15 17:00:00,Daytona International Speedway,80000623,11.3,3.9,52.4,4.0,1
1043,2025,NASCAR O’Reilly Auto Parts,2025-02-15 17:00:00,Daytona International Speedway,80000498,3.7,3.5,52.4,3.0,1
1043,2025,NASCAR O’Reilly Auto Parts,2025-02-15 17:00:00,Daytona International Speedway,80000584,0.5,2.1,52.8,10.5,1
1043,2025,NASCAR O’Reilly Auto Parts,2025-02-15 17:00:00,Daytona International Speedway,80000327,2.5,3.3,52.4,11.3,1
1043,2025,NASCAR O’Reilly Auto Parts,2025-02-15 17:00:00,Daytona International Speedway,80000308,10.1,4.0,52.4,2.5,1
1043,2025,NASCAR O’Reilly Auto Parts,2025-02-15 17:00:00,Daytona International Speedway,80000726,11.7,12.2,49.4,1.4,0
1043,2025,NASCAR O’Reilly Auto Parts,2025-02-15 17:00:00,Daytona International Speedway,80000345,13.0,13.0,39.8,1.1,0
1043,2025,NASCAR O’Reilly Auto Parts,2025-02-15 17:00:00,Daytona International Speedway,80000322,0.2,3.2,52.8,12.6,1
1043,2025,NASCAR O’Reilly Auto Parts,2025-02-15 17:00:00,Daytona International Speedway,80001082,3.5,11.3,49.4,1.8,0
1043,2025,NASCAR O’Reilly Auto Parts,2025-02-15 17:00:00,Daytona International Speedway,80000750,2.3,10.1,52.4,2.3,0
1043,2025,NASCAR O’Reilly Auto Parts,2025-02-15 17:00:00,Daytona International Speedway,80001097,2.6,10.5,51.5,2.1,0
1043,2025,NASCAR O’Reilly Auto Parts,2025-02-15 17:00:00,Daytona International Speedway,80001069,2.8,10.9,50.3,1.9,0
1043,2025,NASCAR O’Reilly Auto Parts,2025-02-15 17:00:00,Daytona International Speedway,80000320,3.2,12.6,44.0,1.2,0
1043,2025,NASCAR O’Reilly Auto Parts,2025-02-15 17:00:00,Daytona International Speedway,80000681,10.9,14.2,33.1,0.5,0
1043,2025,NASCAR O’Reilly Auto Parts,2025-02-15 17:00:00,Daytona International Speedway,80000668,3.0,13.4,36.0,0.9,0
1043,2025,NASCAR O’Reilly Auto Parts,2025-02-15 17:00:00,Daytona International Speedway,80000397,0.7,13.8,34.4,10.1,0
1043,2025,NASCAR O’Reilly Auto Parts,2025-02-15 17:00:00,Daytona International Speedway,80000692,4.0,15.1,3.9,0.2,0
1043,2025,NASCAR O’Reilly Auto Parts,2025-02-15 17:00:00,Daytona International Speedway,80001060,0.9,11.7,49.4,2.1,0
1043,2025,NASCAR O’Reilly Auto Parts,2025-02-15 17:00:00,Daytona International Speedway,80000725,1.9,14.7,24.7,1.8,0
1043,2025,NASCAR O’Reilly Auto Parts,2025-02-15 17:00:00,Daytona International Speedway,80001051,2.1,15.9,0.9,0.2,0
1043,2025,NASCAR O’Reilly Auto Parts,2025-02-15 17:00:00,Daytona International Speedway,80000315,1.2,15.5,0.9,0.2,0
1005,2025,NASCAR Cup,2025-02-16 14:30:00,Daytona International Speedway,80000260,44.3,3.7,222.7,37.7,1
1005,2025,NASCAR Cup,2025-02-16 14:30:00,Daytona International Speedway,80000365,42.1,7.4,222.7,46.5,1
1005,2025,NASCAR Cup,2025-02-16 14:30:00,Daytona International Speedway,80000312,39.9,14.4,222.7,32.1,0
1005,2025,NASCAR Cup,2025-02-16 14:30:00,Daytona International Speedway,80000383,6.1,1.2,222.7,45.4,1
1005,2025,NASCAR Cup,2025-02-16 14:30:00,Daytona International Speedway,80000385,19.9,6.1,222.7,35.5,1
1005,2025,NASCAR Cup,2025-02-16 14:30:00,Daytona International Speedway,80000286,17.7,8.6,222.7,53.2,1
1005,2025,NASCAR Cup,2025-02-16 14:30:00,Daytona International Speedway,80000382,12.2,2.5,222.7,42.1,1
1005,2025,NASCAR Cup,2025-02-16 14:30:00,Daytona International Speedway,80000296,27.7,12.2,222.7,29.9,0
1005,2025,NASCAR Cup,2025-02-16 14:30:00,Daytona International Speedway,80000322,21.1,11.0,222.7,0.0,0
1005,2025,NASCAR Cup,2025-02-16 14:30:00,Daytona International Speedway,80000491,2.5,9.8,222.7,42.1,1
1005,2025,NASCAR Cup,2025-02-16 14:30:00,Daytona International Speedway,80000402,38.8,21.1,222.7,19.9,0
1005,2025,NASCAR Cup,2025-02-16 14:30:00,Daytona International Speedway,80000270,34.3,19.9,222.7,28.8,0
1005,2025,NASCAR Cup,2025-02-16 14:30:00,Daytona International Speedway,80000529,1.2,4.9,222.7,36.6,1
1005,2025,NASCAR Cup,2025-02-16 14:30:00,Daytona International Speedway,80000674,25.5,17.7,222.7,23.3,0
1005,2025,NASCAR Cup,2025-02-16 14:30:00,Daytona International Speedway,80000583,26.6,18.8,222.7,22.2,0
1005,2025,NASCAR Cup,2025-02-16 14:30:00,Daytona International Speedway,80000361,33.2,23.3,222.7,17.7,0
1005,2025,NASCAR Cup,2025-02-16 14:30:00,Daytona International Speedway,80000285,18.8,16.6,222.7,33.2,0
1005,2025,NASCAR Cup,2025-02-16 14:30:00,Daytona International Speedway,80000290,7.4,11.1,222.7,35.5,0
1005,2025,NASCAR Cup,2025-02-16 14:30:00,Daytona International Speedway,80000261,37.7,28.8,221.6,22.2,0
1005,2025,NASCAR Cup,2025-02-16 14:30:00,Daytona International Speedway,80000263,24.4,22.2,222.7,18.8,0
1005,2025,NASCAR Cup,2025-02-16 14:30:00,Daytona International Speedway,80000313,4.9,13.3,222.7,34.3,0
1005,2025,NASCAR Cup,2025-02-16 14:30:00,Daytona International Speedway,80000297,8.6,15.5,222.7,25.5,0
1005,2025,NASCAR Cup,2025-02-16 14:30:00,Daytona International Speedway,80000351,31.0,27.7,221.6,13.3,0
1005,2025,NASCAR Cup,2025-02-16 14:30:00,Daytona International Speedway,80000523,35.5,31.0,219.4,11.0,0
1005,2025,NASCAR Cup,2025-02-16 14:30:00,Daytona International Speedway,80000645,36.6,33.2,217.2,8.6,0
1005,2025,NASCAR Cup,2025-02-16 14:30:00,Daytona International Speedway,80000343,13.3,24.4,222.7,16.6,0
1005,2025,NASCAR Cup,2025-02-16 14:30:00,Daytona International Speedway,80000269,16.6,25.5,222.7,15.5,0
1005,2025,NASCAR Cup,2025-02-16 14:30:00,Daytona International Speedway,80000585,41.0,39.9,119.7,1.2,0
1005,2025,NASCAR Cup,2025-02-16 14:30:00,Daytona International Speedway,80000333,29.9,35.5,216.1,6.1,0
1005,2025,NASCAR Cup,2025-02-16 14:30:00,Daytona International Speedway,80000266,43.2,42.1,78.7,1.2,0
1005,2025,NASCAR Cup,2025-02-16 14:30:00,Daytona International Speedway,80001105,45.4,43.2,77.6,0.0,0
1005,2025,NASCAR Cup,2025-02-16 14:30:00,Daytona International Speedway,80000274,9.8,26.6,222.7,14.4,0
1005,2025,NASCAR Cup,2025-02-16 14:30:00,Daytona International Speedway,80000537,15.5,29.9,220.5,17.7,0
1005,2025,NASCAR Cup,2025-02-16 14:30:00,Daytona International Speedway,80001068,28.8,36.6,213.8,4.9,0
1005,2025,NASCAR Cup,2025-02-16 14:30:00,Daytona International Speedway,80000380,22.2,34.3,216.1,13.3,0
1005,2025,NASCAR Cup,2025-02-16 14:30:00,Daytona International Speedway,80000458,32.1,41.0,116.3,1.2,0
1005,2025,NASCAR Cup,2025-02-16 14:30:00,Daytona International Speedway,80000268,23.3,37.7,206.1,4.9,0
1005,2025,NASCAR Cup,2025-02-16 14:30:00,Daytona International Speedway,80000284,11.1,38.8,205.0,16.6,0
1005,2025,NASCAR Cup,2025-02-16 14:30:00,Daytona International Speedway,80000319,3.7,32.1,218.3,11.1,0
1005,2025,NASCAR Cup,2025-02-16 14:30:00,Daytona International Speedway,80000262,14.4,45.4,46.5,1.2,0
1005,2025,NASCAR Cup,2025-02-16 14:30:00,Daytona International Speedway,80000338,11.0,44.3,77.6,1.2,0
1077,2025,NASCAR Craftsman Truck,2025-02-22 13:30:00,Atlanta Motor Speedway,80000268,7.0,0.8,118.9,0.0,1
1077,2025,NASCAR Craftsman Truck,2025-02-22 13:30:00,Atlanta Motor Speedway,80000568,26.4,3.1,118.9,29.1,1
1077,2025,NASCAR Craftsman Truck,2025-02-22 13:30:00,Atlanta Motor Speedway,80000632,24.7,3.9,118.9,30.0,1
1077,2025,NASCAR Craftsman Truck,2025-02-22 13:30:00,Atlanta Motor Speedway,80000736,22.0,4.7,118.9,32.6,1
1077,2025,NASCAR Craftsman Truck,2025-02-22 13:30:00,Atlanta Motor Speedway,80000511,6.2,1.6,118.9,37.9,1
1077,2025,NASCAR Craftsman Truck,2025-02-22 13:30:00,Atlanta Motor Speedway,80000617,5.4,2.3,118.9,33.5,1
1077,2025,NASCAR Craftsman Truck,2025-02-22 13:30:00,Atlanta Motor Speedway,80001106,19.4,8.5,118.9,22.9,1
1077,2025,NASCAR Craftsman Truck,2025-02-22 13:30:00,Atlanta Motor Speedway,80000515,21.1,11.5,118.9,21.1,0
1077,2025,NASCAR Craftsman Truck,2025-02-22 13:30:00,Atlanta Motor Speedway,80000540,10.6,6.2,118.9,33.5,1
1077,2025,NASCAR Craftsman Truck,2025-02-22 13:30:00,Atlanta Motor Speedway,80000393,7.8,5.4,118.9,26.4,1
1077,2025,NASCAR Craftsman Truck,2025-02-22 13:30:00,Atlanta Motor Speedway,80000659,22.9,13.2,118.9,20.3,0
1077,2025,NASCAR Craftsman Truck,2025-02-22 13:30:00,Atlanta Motor Speedway,80000296,15.0,10.6,118.9,0.0,0
1077,2025,NASCAR Craftsman Truck,2025-02-22 13:30:00,Atlanta Motor Speedway,80000352,25.5,15.9,118.9,16.7,0
1077,2025,NASCAR Craftsman Truck,2025-02-22 13:30:00,Atlanta Motor Speedway,80000404,23.8,16.7,118.9,15.9,0
1077,2025,NASCAR Craftsman Truck,2025-02-22 13:30:00,Atlanta Motor Speedway,80000731,4.7,7.0,118.9,24.7,1
1077,2025,NASCAR Craftsman Truck,2025-02-22 13:30:00,Atlanta Motor Speedway,80001091,11.5,12.3,118.9,20.3,0
1077,2025,NASCAR Craftsman Truck,2025-02-22 13:30:00,Atlanta Motor Speedway,80000375,1.6,7.8,118.9,38.8,1
1077,2025,NASCAR Craftsman Truck,2025-02-22 13:30:00,Atlanta Motor Speedway,80001089,13.2,15.0,118.9,17.6,0
1077,2025,NASCAR Craftsman Truck,2025-02-22 13:30:00,Atlanta Motor Speedway,80000732,28.2,24.7,66.1,7.0,0
1077,2025,NASCAR Craftsman Truck,2025-02-22 13:30:00,Atlanta Motor Speedway,80000770,14.1,17.6,118.1,15.0,0
1077,2025,NASCAR Craftsman Truck,2025-02-22 13:30:00,Atlanta Motor Speedway,80000691,16.7,20.3,116.3,17.6,0
1077,2025,NASCAR Craftsman Truck,2025-02-22 13:30:00,Atlanta Motor Speedway,80000388,2.3,14.1,118.9,22.0,0
1077,2025,NASCAR Craftsman Truck,2025-02-22 13:30:00,Atlanta Motor Speedway,80001064,15.9,21.1,116.3,11.5,0
1077,2025,NASCAR Craftsman Truck,2025-02-22 13:30:00,Atlanta Motor Speedway,80001080,18.5,22.9,93.4,8.5,0
1077,2025,NASCAR Craftsman Truck,2025-02-22 13:30:00,Atlanta Motor Speedway,80000379,8.5,19.4,117.2,13.2,0
1077,2025,NASCAR Craftsman Truck,2025-02-22 13:30:00,Atlanta Motor Speedway,80000688,27.3,28.2,37.9,3.9,0
1077,2025,NASCAR Craftsman Truck,2025-02-22 13:30:00,Atlanta Motor Speedway,80000699,3.9,18.5,117.2,27.3,0
1077,2025,NASCAR Craftsman Truck,2025-02-22 13:30:00,Atlanta Motor Speedway,80001060,20.3,26.4,65.2,0.0,0
1077,2025,NASCAR Craftsman Truck,2025-02-22 13:30:00,Atlanta Motor Speedway,80001092,12.3,23.8,84.6,7.8,0
1077,2025,NASCAR Craftsman Truck,2025-02-22 13:30:00,Atlanta Motor Speedway,80000742,0.8,22.0,115.4,21.1,0
1077,2025,NASCAR Craftsman Truck,2025-02-22 13:30:00,Atlanta Motor Speedway,80001093,17.6,27.3,64.3,4.7,0
1077,2025,NASCAR Craftsman Truck,2025-02-22 13:30:00,Atlanta Motor Speedway,80000730,3.1,25.5,65.2,7.8,0
1044,2025,NASCAR O’Reilly Auto Parts,2025-02-22 17:00:00,Atlanta Motor Speedway,80000397,3.5,1.7,215.3,79.3,1
1044,2025,NASCAR O’Reilly Auto Parts,2025-02-22 17:00:00,Atlanta Motor Speedway,80001048,38.3,10.6,215.3,38.3,0
